order_date,customer_name,product_name,quantity,unit_price,total_amount,region
2025-09-20,Microsoft,AI Platform,3,2740,8220,Birmingham
2024-04-10,Barclays,Data Warehouse,1,1036,1036,London
2025-10-04,EY,AI Platform,4,2362,9448,Edinburgh
2025-05-18,Google,AI Platform,2,886,1772,Manchester
2025-07-08,TCS,AI Platform,8,779,6232,Birmingham
2025-03-18,Accenture,AI Platform,8,2997,23976,Leeds
2025-01-27,Google,Data Warehouse,7,3860,27020,Manchester
2024-11-13,HSBC,CRM Software,1,4963,4963,Edinburgh
2024-12-30,HSBC,AI Platform,1,4781,4781,Leeds
2024-11-14,Infosys,Cloud Suite,9,4204,37836,London
2024-12-20,Accenture,Cloud Suite,2,2752,5504,Edinburgh
2025-01-16,Amazon,CRM Software,7,3090,21630,Manchester
2024-09-14,HSBC,Data Warehouse,7,2732,19124,Birmingham
2025-05-27,Amazon,AI Platform,8,2353,18824,Edinburgh
2025-01-26,Google,AI Platform,2,1949,3898,Edinburgh
2024-06-29,Deloitte,Cloud Suite,3,1376,4128,Manchester
2024-07-29,PwC,CRM Software,4,2892,11568,Edinburgh
2025-06-07,Barclays,AI Platform,9,980,8820,Birmingham
2025-10-03,Amazon,Cloud Suite,1,2801,2801,London
2024-01-05,EY,AI Platform,4,3283,13132,Birmingham
2025-10-15,EY,Analytics Dashboard,6,4228,25368,Manchester
2025-07-17,TCS,AI Platform,3,4606,13818,Manchester
2024-09-28,HSBC,AI Platform,9,3434,30906,Birmingham
2024-10-07,Accenture,Analytics Dashboard,7,1311,9177,Leeds
2025-01-13,Barclays,Cloud Suite,7,4348,30436,Edinburgh
2025-02-21,Google,Cloud Suite,2,1900,3800,Manchester
2024-06-18,PwC,Analytics Dashboard,2,1997,3994,Birmingham
2024-12-28,Infosys,Analytics Dashboard,3,4066,12198,London
2024-03-02,Deloitte,Cloud Suite,2,4051,8102,Manchester
2024-03-08,Accenture,Data Warehouse,3,1268,3804,Birmingham
2025-06-28,PwC,Data Warehouse,8,1350,10800,Edinburgh
2024-01-06,Accenture,Data Warehouse,5,3728,18640,London
2024-08-12,Google,Analytics Dashboard,7,4493,31451,London
2025-08-15,Amazon,Data Warehouse,9,677,6093,London
2024-05-11,Google,AI Platform,9,3501,31509,Edinburgh
2024-11-16,EY,Cloud Suite,1,1107,1107,London
2025-06-03,Microsoft,AI Platform,9,4944,44496,London
2025-01-24,Deloitte,AI Platform,1,1458,1458,Leeds
2025-06-24,Infosys,Data Warehouse,6,4516,27096,Birmingham
2024-09-22,Infosys,Data Warehouse,5,1975,9875,Edinburgh
2024-03-25,Accenture,Analytics Dashboard,4,1623,6492,Edinburgh
2024-10-04,Accenture,Cloud Suite,9,3355,30195,Manchester
2025-05-31,HSBC,Analytics Dashboard,2,2252,4504,Leeds
2024-02-27,HSBC,Analytics Dashboard,4,2862,11448,Manchester
2024-11-19,Infosys,Data Warehouse,3,556,1668,Edinburgh
2024-06-14,Amazon,Data Warehouse,7,1119,7833,Manchester
2025-07-19,Barclays,Data Warehouse,6,4671,28026,Edinburgh
2025-03-09,Infosys,AI Platform,7,4189,29323,Manchester
2025-09-06,Accenture,Cloud Suite,5,4368,21840,Leeds
2024-05-25,Infosys,Data Warehouse,9,3606,32454,Edinburgh
2024-10-12,HSBC,Cloud Suite,4,1855,7420,Manchester
2024-01-26,Barclays,CRM Software,3,3458,10374,Manchester
2025-10-20,Microsoft,Data Warehouse,5,717,3585,Birmingham
2025-01-02,EY,Cloud Suite,9,532,4788,Leeds
2025-02-28,PwC,Analytics Dashboard,7,4518,31626,Birmingham
2025-03-10,Microsoft,CRM Software,9,4373,39357,Manchester
2025-12-19,Google,Analytics Dashboard,8,2530,20240,Edinburgh
2025-12-17,Amazon,Cloud Suite,9,1262,11358,Leeds
2025-04-21,KPMG,CRM Software,3,2041,6123,Leeds
2025-02-24,Infosys,AI Platform,5,2483,12415,Birmingham
2025-03-09,TCS,Analytics Dashboard,6,3384,20304,Edinburgh
2025-08-14,KPMG,CRM Software,1,726,726,Leeds
2025-06-19,PwC,Cloud Suite,8,4034,32272,Edinburgh
2025-10-20,Barclays,Cloud Suite,7,3607,25249,Manchester
2024-02-20,PwC,Data Warehouse,1,2403,2403,Edinburgh
2024-10-04,Infosys,Data Warehouse,8,3955,31640,Edinburgh
2025-11-16,EY,Cloud Suite,8,3012,24096,Manchester
2024-09-07,Microsoft,CRM Software,5,517,2585,Birmingham
2025-12-16,HSBC,Cloud Suite,6,1413,8478,London
2024-11-24,TCS,Data Warehouse,4,1562,6248,Leeds
2025-10-09,Accenture,Cloud Suite,2,582,1164,Leeds
2024-01-27,Barclays,CRM Software,7,3241,22687,Leeds
2025-09-09,Amazon,AI Platform,8,4186,33488,Birmingham
2025-05-28,TCS,Analytics Dashboard,1,3685,3685,Edinburgh
2024-09-18,Barclays,Data Warehouse,3,2126,6378,Birmingham
2024-02-27,Google,CRM Software,4,4175,16700,Birmingham
2024-11-08,Amazon,Analytics Dashboard,6,4747,28482,Manchester
2024-04-14,TCS,AI Platform,5,2408,12040,Birmingham
2025-03-07,PwC,AI Platform,1,4623,4623,Birmingham
2025-06-27,Barclays,Data Warehouse,8,653,5224,Edinburgh
2024-04-17,Accenture,Analytics Dashboard,3,3296,9888,London
2024-11-16,Deloitte,Data Warehouse,6,913,5478,London
2025-10-17,EY,Cloud Suite,1,4544,4544,Leeds
2025-03-04,HSBC,AI Platform,7,4338,30366,Edinburgh
2024-01-24,Infosys,CRM Software,5,815,4075,Edinburgh
2024-08-01,Microsoft,CRM Software,5,2230,11150,Manchester
2024-08-02,Google,Cloud Suite,5,1956,9780,Birmingham
2025-06-19,Accenture,Cloud Suite,9,1758,15822,Edinburgh
2025-02-09,Deloitte,AI Platform,8,2468,19744,Edinburgh
2024-01-23,HSBC,CRM Software,6,4903,29418,London
2025-08-23,Accenture,AI Platform,9,949,8541,Leeds
2025-02-07,Amazon,Data Warehouse,5,743,3715,London
2024-08-24,KPMG,Analytics Dashboard,4,3608,14432,Edinburgh
2024-09-06,PwC,Analytics Dashboard,1,4738,4738,Edinburgh
2024-03-08,Google,Data Warehouse,3,4106,12318,London
2025-06-04,TCS,Cloud Suite,3,3666,10998,Birmingham
2024-01-03,Microsoft,Data Warehouse,2,4168,8336,Manchester
2024-02-12,TCS,Analytics Dashboard,2,1798,3596,Birmingham
2024-04-06,PwC,Analytics Dashboard,4,4368,17472,London
2025-12-21,Deloitte,AI Platform,5,3328,16640,Leeds
2024-04-10,Barclays,Data Warehouse,8,876,7008,London
2024-05-14,EY,CRM Software,8,2002,16016,London
2025-02-20,KPMG,Cloud Suite,2,3320,6640,London
2024-11-22,Accenture,Cloud Suite,3,4502,13506,Birmingham
2025-01-11,TCS,Data Warehouse,8,2256,18048,London
2025-04-29,Google,CRM Software,1,2574,2574,London
2024-03-02,KPMG,Cloud Suite,9,1987,17883,Edinburgh
2024-10-12,EY,CRM Software,2,3063,6126,Manchester
2024-10-13,PwC,Cloud Suite,8,4952,39616,Edinburgh
2024-05-18,Microsoft,CRM Software,7,4296,30072,Edinburgh
2024-10-31,PwC,Analytics Dashboard,2,1350,2700,Leeds
2025-09-18,Google,Data Warehouse,5,3649,18245,Leeds
2024-12-17,Barclays,AI Platform,6,3154,18924,Leeds
2025-03-21,Deloitte,CRM Software,5,2079,10395,Manchester
2024-12-10,HSBC,Cloud Suite,4,2218,8872,Edinburgh
2025-02-07,Infosys,Cloud Suite,9,1323,11907,Leeds
2025-01-01,EY,Data Warehouse,9,2469,22221,Leeds
2024-02-01,Infosys,CRM Software,7,3534,24738,Leeds
2025-12-12,PwC,CRM Software,3,1174,3522,Manchester
2025-10-16,KPMG,CRM Software,6,4694,28164,Birmingham
2024-01-12,KPMG,CRM Software,4,678,2712,Birmingham
2025-08-04,Deloitte,CRM Software,2,4791,9582,Edinburgh
2025-04-26,Microsoft,Analytics Dashboard,3,3934,11802,London
2025-09-09,Deloitte,AI Platform,9,4971,44739,Leeds
2025-01-07,Amazon,Analytics Dashboard,4,3180,12720,Birmingham
2025-01-08,Barclays,Data Warehouse,1,4678,4678,London
2024-01-01,HSBC,Cloud Suite,2,1909,3818,Leeds
2024-03-24,Accenture,Analytics Dashboard,7,1827,12789,Manchester
2025-11-25,Amazon,Data Warehouse,9,685,6165,London
2025-06-24,Microsoft,Cloud Suite,3,3898,11694,Birmingham
2024-09-11,Infosys,Cloud Suite,6,1285,7710,Manchester
2025-03-22,Infosys,Cloud Suite,4,2081,8324,Edinburgh
2025-06-13,Infosys,CRM Software,2,4562,9124,Birmingham
2025-05-02,Accenture,Data Warehouse,5,883,4415,Birmingham
2024-07-05,Microsoft,AI Platform,3,1413,4239,Manchester
2025-05-10,HSBC,Data Warehouse,4,2663,10652,Edinburgh
2024-01-20,Infosys,Data Warehouse,4,1877,7508,Edinburgh
2025-08-11,EY,AI Platform,9,1066,9594,Birmingham
2025-09-21,KPMG,CRM Software,9,4548,40932,Edinburgh
2025-03-16,TCS,AI Platform,6,2454,14724,London
2025-11-29,PwC,Cloud Suite,8,4566,36528,Birmingham
2024-05-30,Accenture,Analytics Dashboard,7,4749,33243,London
2025-05-14,EY,CRM Software,5,4603,23015,Leeds
2025-11-15,Deloitte,CRM Software,1,4178,4178,Manchester
2024-10-13,HSBC,AI Platform,6,3823,22938,Leeds
2025-01-13,Microsoft,Data Warehouse,6,3977,23862,London
2025-03-21,Google,CRM Software,7,4164,29148,Edinburgh
2024-07-01,Google,Data Warehouse,6,1672,10032,Leeds
2024-02-28,PwC,CRM Software,3,1501,4503,London
2025-02-17,Infosys,Data Warehouse,9,2514,22626,Edinburgh
2025-06-10,Deloitte,Data Warehouse,6,3387,20322,Edinburgh
2025-12-26,Infosys,Analytics Dashboard,2,2495,4990,Manchester
2025-07-25,KPMG,Analytics Dashboard,4,969,3876,Birmingham
2024-12-02,PwC,Data Warehouse,9,3101,27909,Edinburgh
2024-02-21,Google,CRM Software,9,3780,34020,Manchester
2025-01-25,Google,Analytics Dashboard,3,911,2733,Leeds
2024-12-10,Infosys,Analytics Dashboard,2,1087,2174,Edinburgh
2024-08-20,Barclays,Data Warehouse,2,2386,4772,London
2025-12-01,KPMG,AI Platform,4,1045,4180,Edinburgh
2025-10-02,PwC,Data Warehouse,4,2341,9364,Edinburgh
2024-04-28,Amazon,Data Warehouse,3,2290,6870,London
2025-03-24,Microsoft,Cloud Suite,7,655,4585,Birmingham
2025-07-29,Barclays,Data Warehouse,8,1951,15608,Leeds
2025-03-28,Google,CRM Software,5,1439,7195,Leeds
2024-03-10,PwC,Analytics Dashboard,6,2913,17478,Birmingham
2024-08-14,Microsoft,Data Warehouse,2,4602,9204,Birmingham
2025-12-12,Infosys,Data Warehouse,6,2667,16002,Edinburgh
2024-09-18,Barclays,Data Warehouse,2,2002,4004,London
2025-12-19,HSBC,CRM Software,5,1348,6740,Edinburgh
2024-02-27,Microsoft,Analytics Dashboard,9,3817,34353,Leeds
2025-12-24,Infosys,AI Platform,5,4616,23080,Leeds
2025-01-03,Deloitte,Cloud Suite,2,3666,7332,Leeds
2025-01-30,EY,CRM Software,6,1513,9078,Birmingham
2025-02-23,Barclays,CRM Software,7,1926,13482,Birmingham
2024-06-23,Microsoft,Data Warehouse,8,2956,23648,London
2025-09-10,Amazon,Cloud Suite,1,3425,3425,Birmingham
2024-01-09,EY,Cloud Suite,2,4260,8520,Edinburgh
2025-03-21,EY,CRM Software,5,2187,10935,Birmingham
2025-10-16,Amazon,AI Platform,4,3859,15436,Edinburgh
2024-07-02,Infosys,Analytics Dashboard,5,3930,19650,London
2024-12-15,Deloitte,Analytics Dashboard,4,3026,12104,London
2024-05-09,Infosys,CRM Software,6,2782,16692,Birmingham
2024-08-19,Barclays,Cloud Suite,1,2148,2148,Edinburgh
2025-10-12,Microsoft,Cloud Suite,2,1851,3702,Edinburgh
2024-07-02,Barclays,CRM Software,2,771,1542,Leeds
2025-08-06,EY,AI Platform,6,3167,19002,Birmingham
2025-02-03,EY,Data Warehouse,4,2628,10512,Edinburgh
2024-01-17,Deloitte,Data Warehouse,1,2673,2673,Manchester
2025-10-18,Google,AI Platform,9,1114,10026,Birmingham
2024-05-22,Google,AI Platform,5,2452,12260,Edinburgh
2024-09-20,PwC,Data Warehouse,8,3408,27264,London
2024-06-10,KPMG,AI Platform,3,2534,7602,Leeds
2025-11-02,PwC,Cloud Suite,6,3452,20712,Manchester
2024-12-03,HSBC,Data Warehouse,6,3541,21246,Leeds
2025-06-19,Deloitte,Analytics Dashboard,4,3365,13460,Leeds
2024-08-13,Barclays,Analytics Dashboard,8,2454,19632,Manchester
2024-06-29,Google,AI Platform,2,1985,3970,Edinburgh
2024-05-22,EY,Data Warehouse,5,2998,14990,Leeds
2024-03-02,EY,Data Warehouse,4,4250,17000,London
2024-12-29,PwC,AI Platform,6,3369,20214,Leeds
2024-05-16,TCS,Analytics Dashboard,8,3417,27336,Leeds
2024-09-14,PwC,AI Platform,3,3618,10854,Manchester
2025-12-02,Google,Analytics Dashboard,7,1892,13244,London
2024-09-22,Google,Data Warehouse,1,1289,1289,Birmingham
2024-10-26,Infosys,Cloud Suite,7,4969,34783,Leeds
2025-12-26,Microsoft,Cloud Suite,7,4707,32949,Edinburgh
2024-11-19,Infosys,Analytics Dashboard,3,2203,6609,Manchester
2025-08-26,HSBC,Data Warehouse,4,4328,17312,Leeds
2024-08-15,PwC,Data Warehouse,5,4079,20395,Manchester
2024-09-19,HSBC,AI Platform,6,3756,22536,Edinburgh
2025-03-22,Amazon,AI Platform,2,3535,7070,Edinburgh
2024-10-12,Barclays,CRM Software,1,4295,4295,Leeds
2024-04-09,HSBC,CRM Software,7,3529,24703,Manchester
2024-04-02,Accenture,CRM Software,1,2156,2156,Manchester
2024-12-23,Accenture,AI Platform,5,2845,14225,Birmingham
2024-09-12,EY,Analytics Dashboard,1,4813,4813,Birmingham
2024-11-12,Google,Cloud Suite,8,4670,37360,London
2024-12-01,EY,Analytics Dashboard,8,2521,20168,Manchester
2024-03-10,Accenture,CRM Software,9,4958,44622,Birmingham
2025-10-25,Amazon,Analytics Dashboard,2,3768,7536,Edinburgh
2025-07-25,Accenture,Cloud Suite,2,4936,9872,Manchester
2024-10-28,Barclays,AI Platform,7,3154,22078,Leeds
2025-02-28,PwC,CRM Software,5,1131,5655,Manchester
2024-12-27,EY,AI Platform,5,4900,24500,Birmingham
2024-07-23,PwC,Cloud Suite,6,1178,7068,Leeds
2024-10-26,KPMG,Analytics Dashboard,5,4045,20225,Leeds
2024-08-05,Deloitte,Analytics Dashboard,1,4951,4951,Leeds
2025-04-20,HSBC,Data Warehouse,4,908,3632,London
2025-06-04,Infosys,CRM Software,5,3241,16205,Manchester
2024-06-18,HSBC,Analytics Dashboard,5,2055,10275,Edinburgh
2024-10-21,Accenture,CRM Software,2,1012,2024,Leeds
2024-04-28,Deloitte,Data Warehouse,6,2649,15894,London
2025-03-30,HSBC,AI Platform,7,2879,20153,Birmingham
2025-03-20,EY,AI Platform,5,2835,14175,Leeds
2024-04-13,Google,Analytics Dashboard,1,4527,4527,Birmingham
2024-02-14,KPMG,Analytics Dashboard,1,763,763,Edinburgh
2025-03-31,KPMG,Analytics Dashboard,2,1824,3648,Birmingham
2025-04-29,Deloitte,AI Platform,4,2941,11764,Birmingham
2024-07-28,Deloitte,Analytics Dashboard,8,3735,29880,London
2024-09-02,KPMG,CRM Software,2,3655,7310,Birmingham
2024-07-27,Accenture,AI Platform,3,4189,12567,Leeds
2024-11-26,Amazon,CRM Software,2,4315,8630,Edinburgh
2025-11-22,KPMG,AI Platform,8,1232,9856,Edinburgh
2025-05-19,KPMG,Analytics Dashboard,1,4282,4282,Leeds
2025-07-29,Accenture,Analytics Dashboard,7,4018,28126,Manchester
2024-09-05,Infosys,Data Warehouse,1,1567,1567,Birmingham
2024-07-19,Accenture,Cloud Suite,4,1490,5960,Edinburgh
2025-09-23,KPMG,Cloud Suite,2,3954,7908,Leeds
2024-04-16,Microsoft,CRM Software,3,1371,4113,London
2024-05-07,Accenture,Analytics Dashboard,1,2861,2861,Birmingham
2024-12-25,Deloitte,Cloud Suite,1,1893,1893,Manchester
2024-04-22,EY,CRM Software,9,3030,27270,Leeds
2025-05-31,KPMG,CRM Software,5,3245,16225,London
2024-08-18,HSBC,AI Platform,3,789,2367,Manchester
2024-04-09,HSBC,AI Platform,3,894,2682,Birmingham
2024-04-01,Google,Analytics Dashboard,6,3179,19074,Birmingham
2025-06-19,Accenture,AI Platform,3,1878,5634,Leeds
2025-08-13,Google,Analytics Dashboard,6,3986,23916,Edinburgh
2025-03-03,TCS,Data Warehouse,4,1109,4436,Edinburgh
2024-01-21,TCS,Cloud Suite,6,4952,29712,Edinburgh
2024-01-21,Barclays,Analytics Dashboard,5,3569,17845,London
2025-09-14,PwC,Analytics Dashboard,7,503,3521,Edinburgh
2025-10-25,Accenture,Cloud Suite,2,2907,5814,London
2024-03-18,EY,Cloud Suite,4,1857,7428,Edinburgh
2025-05-10,Google,Cloud Suite,4,2105,8420,Leeds
2024-04-26,Infosys,Cloud Suite,7,1852,12964,Leeds
2025-02-22,Barclays,CRM Software,9,4791,43119,Edinburgh
2025-09-16,Amazon,Analytics Dashboard,5,1067,5335,Birmingham
2024-04-24,HSBC,Cloud Suite,3,3979,11937,Manchester
2024-11-18,Accenture,Data Warehouse,7,2320,16240,Manchester
2025-03-16,Microsoft,AI Platform,9,810,7290,Leeds
2025-11-14,TCS,CRM Software,7,3392,23744,Edinburgh
2025-04-20,Accenture,CRM Software,5,4184,20920,Leeds
2024-09-07,TCS,Analytics Dashboard,7,3011,21077,Manchester
2024-11-25,EY,Analytics Dashboard,3,779,2337,Birmingham
2024-06-12,EY,Data Warehouse,7,4371,30597,Leeds
2025-09-23,Deloitte,CRM Software,9,1427,12843,Leeds
2025-12-28,TCS,Cloud Suite,2,577,1154,Manchester
2024-02-07,Google,Cloud Suite,2,2199,4398,Leeds
2025-08-03,Barclays,AI Platform,6,1379,8274,Birmingham
2024-09-04,HSBC,CRM Software,1,4425,4425,London
2025-06-22,Microsoft,Cloud Suite,9,633,5697,London
2025-09-01,Amazon,Data Warehouse,3,1636,4908,London
2025-12-28,KPMG,AI Platform,2,2006,4012,Leeds
2024-11-10,Amazon,Data Warehouse,5,2484,12420,Edinburgh
2024-12-30,Infosys,Analytics Dashboard,5,3677,18385,Edinburgh
2024-07-03,Accenture,Analytics Dashboard,9,4298,38682,Leeds
2024-08-07,Amazon,AI Platform,4,2509,10036,Manchester
2024-01-29,Amazon,Cloud Suite,4,2211,8844,Birmingham
2025-12-06,Google,CRM Software,5,3691,18455,London
2025-08-28,TCS,Data Warehouse,1,840,840,Edinburgh
2024-08-15,Amazon,Cloud Suite,3,3528,10584,Edinburgh
2024-05-15,HSBC,Cloud Suite,3,1943,5829,Edinburgh
2025-06-22,Barclays,Analytics Dashboard,4,3415,13660,Edinburgh
2025-06-22,Barclays,Cloud Suite,8,4071,32568,Leeds
2025-10-27,Infosys,Analytics Dashboard,2,2146,4292,Leeds
2025-05-27,TCS,Cloud Suite,5,4498,22490,London
2024-08-14,Google,Data Warehouse,1,526,526,Leeds
2025-08-13,Google,AI Platform,9,840,7560,Manchester
2025-11-20,Amazon,AI Platform,6,2105,12630,Manchester
2025-12-17,Barclays,AI Platform,8,1608,12864,Edinburgh
2025-01-21,Google,CRM Software,6,2425,14550,Manchester
2024-10-29,KPMG,AI Platform,9,3318,29862,Birmingham
2025-06-23,Amazon,Cloud Suite,7,3944,27608,Edinburgh
2024-10-10,Deloitte,CRM Software,5,1321,6605,Manchester
2025-10-06,Microsoft,Data Warehouse,5,1766,8830,Leeds
2024-10-02,PwC,Analytics Dashboard,6,2843,17058,Manchester
2024-12-06,Deloitte,AI Platform,3,1887,5661,Leeds
2024-09-14,Deloitte,Data Warehouse,2,1563,3126,Manchester
2024-08-21,KPMG,Cloud Suite,7,4004,28028,Birmingham
2024-11-13,Barclays,AI Platform,7,3562,24934,London
2024-10-11,EY,Data Warehouse,6,2201,13206,Manchester
2024-05-21,PwC,AI Platform,8,4859,38872,London
2025-12-03,EY,Analytics Dashboard,7,3955,27685,Leeds
2024-02-06,Microsoft,Analytics Dashboard,6,4967,29802,Birmingham
2025-04-09,Barclays,Analytics Dashboard,8,1850,14800,Edinburgh
2025-11-30,Microsoft,CRM Software,8,833,6664,Birmingham
2024-07-18,TCS,Cloud Suite,6,2997,17982,Edinburgh
2025-08-08,Deloitte,AI Platform,9,4221,37989,Birmingham
2025-05-27,Deloitte,AI Platform,5,3760,18800,London
2025-11-16,TCS,Analytics Dashboard,6,4341,26046,Manchester
2025-01-30,Google,AI Platform,8,4419,35352,Edinburgh
2024-12-14,Infosys,Cloud Suite,4,4753,19012,Manchester
2024-07-14,EY,AI Platform,7,4090,28630,Leeds
2025-09-08,Microsoft,Cloud Suite,4,2585,10340,Leeds
2025-08-15,HSBC,Cloud Suite,3,3764,11292,Manchester
2025-09-07,EY,Analytics Dashboard,4,1444,5776,Edinburgh
2025-10-08,Amazon,Analytics Dashboard,5,970,4850,Leeds
2024-12-14,PwC,Analytics Dashboard,8,3029,24232,London
2024-03-18,EY,Cloud Suite,7,1263,8841,Birmingham
2025-11-22,TCS,CRM Software,7,1318,9226,Manchester
2024-06-03,Google,Cloud Suite,8,842,6736,London
2024-02-13,EY,AI Platform,1,3293,3293,Leeds
2025-01-15,Google,Data Warehouse,9,2400,21600,Edinburgh
2025-06-16,KPMG,CRM Software,8,967,7736,Manchester
2024-03-12,EY,CRM Software,5,1489,7445,Leeds
2024-06-15,Infosys,CRM Software,4,3075,12300,Edinburgh
2025-11-06,Accenture,Data Warehouse,4,754,3016,Manchester
2025-11-07,Microsoft,Data Warehouse,2,3033,6066,Birmingham
2024-09-09,Accenture,Analytics Dashboard,5,4931,24655,London
2024-02-22,Amazon,AI Platform,4,3940,15760,Manchester
2025-04-10,Accenture,Analytics Dashboard,5,3229,16145,Birmingham
2024-12-02,TCS,Analytics Dashboard,1,4700,4700,Manchester
2025-12-03,TCS,Analytics Dashboard,6,1790,10740,Birmingham
2025-10-14,Google,Cloud Suite,3,3475,10425,Leeds
2025-09-07,HSBC,AI Platform,9,4837,43533,Birmingham
2024-01-03,Barclays,CRM Software,1,4909,4909,Leeds
2025-02-14,KPMG,CRM Software,7,2405,16835,Edinburgh
2025-02-09,Infosys,CRM Software,6,2498,14988,Edinburgh
2024-10-21,HSBC,CRM Software,7,4164,29148,London
2025-06-01,Amazon,AI Platform,2,1063,2126,Edinburgh
2024-07-04,Deloitte,CRM Software,4,3474,13896,Birmingham
2025-12-10,KPMG,Data Warehouse,4,3133,12532,Edinburgh
2024-02-14,Google,Cloud Suite,6,2305,13830,Leeds
2024-09-20,TCS,AI Platform,8,4445,35560,London
2025-07-16,HSBC,Analytics Dashboard,3,1012,3036,London
2024-04-10,Deloitte,AI Platform,9,4946,44514,Birmingham
2025-03-26,EY,CRM Software,6,1401,8406,Manchester
2024-03-03,Amazon,AI Platform,9,2199,19791,London
2025-05-09,Infosys,Cloud Suite,7,2338,16366,Leeds
2025-08-23,HSBC,Analytics Dashboard,8,2839,22712,Manchester
2024-10-21,Deloitte,Data Warehouse,5,3181,15905,Edinburgh
2025-01-30,Google,Data Warehouse,6,3911,23466,Birmingham
2024-07-21,Barclays,Cloud Suite,5,4867,24335,Leeds
2025-05-03,Google,Data Warehouse,3,1854,5562,London
2025-12-02,HSBC,CRM Software,3,3989,11967,London
2025-08-02,TCS,Analytics Dashboard,2,2419,4838,Edinburgh
2025-08-30,TCS,Analytics Dashboard,2,3119,6238,Manchester
2025-06-20,KPMG,Cloud Suite,4,1014,4056,London
2024-10-06,KPMG,Analytics Dashboard,8,1055,8440,London
2024-10-20,EY,Analytics Dashboard,1,3373,3373,Birmingham
2025-07-09,Deloitte,Analytics Dashboard,7,4051,28357,Birmingham
2024-07-22,TCS,Cloud Suite,3,4495,13485,Birmingham
2024-05-30,TCS,CRM Software,7,3839,26873,Manchester
2024-04-24,Deloitte,AI Platform,6,1607,9642,Manchester
2024-06-02,Deloitte,CRM Software,6,2995,17970,London
2025-05-21,EY,CRM Software,3,2673,8019,Birmingham
2025-12-27,EY,Analytics Dashboard,1,3942,3942,Birmingham
2025-04-13,Accenture,AI Platform,3,2437,7311,Leeds
2025-11-08,Accenture,Data Warehouse,1,2801,2801,Birmingham
2025-07-24,Barclays,AI Platform,2,1981,3962,Birmingham
2024-10-10,Infosys,Cloud Suite,2,4287,8574,Edinburgh
2024-11-23,Barclays,Data Warehouse,3,4762,14286,Manchester
2025-08-30,Deloitte,Analytics Dashboard,8,3963,31704,Edinburgh
2024-10-01,KPMG,CRM Software,3,3733,11199,Edinburgh
2024-07-03,Barclays,Cloud Suite,3,1452,4356,Manchester
2024-10-25,Accenture,Analytics Dashboard,8,3963,31704,Edinburgh
2024-03-22,KPMG,Data Warehouse,4,603,2412,Manchester
2025-08-18,Microsoft,Analytics Dashboard,8,863,6904,Manchester
2025-01-03,Barclays,AI Platform,8,4730,37840,Edinburgh
2025-09-15,TCS,CRM Software,3,1945,5835,London
2024-05-24,PwC,CRM Software,3,1133,3399,Manchester
2024-02-18,Accenture,CRM Software,9,2972,26748,London
2025-10-22,EY,CRM Software,2,3251,6502,Leeds
2024-05-03,TCS,Data Warehouse,5,2418,12090,Leeds
2024-02-19,Accenture,AI Platform,7,4842,33894,Manchester
2025-07-03,Deloitte,Cloud Suite,3,1003,3009,Leeds
2025-10-22,Amazon,Analytics Dashboard,7,3859,27013,Manchester
2025-05-22,Google,AI Platform,1,2674,2674,Manchester
2025-06-12,Accenture,Cloud Suite,4,4080,16320,Leeds
2025-09-25,Google,CRM Software,1,1000,1000,Leeds
2024-05-30,Google,Cloud Suite,1,1019,1019,London
2024-01-29,KPMG,CRM Software,6,907,5442,Leeds
2025-09-15,Amazon,Data Warehouse,1,1166,1166,Leeds
2024-02-06,Amazon,Analytics Dashboard,2,4365,8730,London
2024-12-29,HSBC,Analytics Dashboard,1,2332,2332,Leeds
2024-09-23,Deloitte,Analytics Dashboard,8,2184,17472,London
2025-01-17,KPMG,CRM Software,9,1581,14229,Birmingham
2025-11-10,Amazon,Cloud Suite,7,4872,34104,Birmingham
2025-06-05,Microsoft,Cloud Suite,4,1512,6048,Edinburgh
2025-09-03,PwC,Analytics Dashboard,5,3602,18010,Leeds
2024-10-08,Barclays,CRM Software,1,4590,4590,Leeds
2024-06-18,Accenture,CRM Software,2,4686,9372,London
2025-10-20,PwC,AI Platform,3,3271,9813,Leeds
2025-03-16,EY,CRM Software,2,3968,7936,London
2024-11-25,EY,Analytics Dashboard,4,4960,19840,London
2025-05-21,Infosys,Cloud Suite,5,4844,24220,Edinburgh
2025-03-23,PwC,Analytics Dashboard,7,1603,11221,Manchester
2024-09-15,Accenture,Data Warehouse,7,1404,9828,Birmingham
2025-12-28,Deloitte,Data Warehouse,8,3678,29424,Manchester
2024-02-21,Google,Data Warehouse,9,2091,18819,Manchester
2025-07-10,EY,AI Platform,7,1250,8750,Leeds
2024-11-15,Microsoft,Cloud Suite,8,1816,14528,London
2024-04-17,HSBC,CRM Software,7,4277,29939,Leeds
2025-06-17,Infosys,CRM Software,3,4768,14304,Edinburgh
2024-11-25,EY,CRM Software,7,4916,34412,London
2025-02-02,TCS,CRM Software,2,4019,8038,Leeds
2025-04-05,Microsoft,Analytics Dashboard,3,1760,5280,Edinburgh
2025-02-13,EY,Data Warehouse,8,2834,22672,Manchester
2024-03-13,Infosys,CRM Software,6,942,5652,Leeds
2025-11-04,Amazon,AI Platform,6,2801,16806,Manchester
2024-12-20,Accenture,Cloud Suite,7,2976,20832,Edinburgh
2025-04-19,TCS,AI Platform,5,4510,22550,Manchester
